194 0 144 -4116.702494349 -3693.7643539924 -4317.4967807264 -4182.3917930494 -4459.8788429104 -3985.3466756537 -4204.8310907654 -4067.565524308 -1100.3847194773 -4353.2679051157 -3356.8834011921 -4340.2301510649 -4161.9559477588 -4506.9117439372 -4324.213829874 -4134.2216601974 -4237.3202832911 -4236.8438418477 -4305.8774740985 -4358.6946549877
194 0 176 -4141.8011174618 -4048.3895851344 -4139.7112767347 -4253.918809146 -4197.9122511251 -4142.580864473 -4220.7004246472 -4190.9266005338 -4228.977500821 -4177.2463339718 -1256.9802924406 -4163.8291870644 -3904.5478275565 -4215.5773367555 -4322.4786980258 -4139.9256050915 -4130.860386889 -4431.5054643969 -4137.5150677538 -4125.6901628032
194 0 112 -4515.0758102995 -4326.6698256282 -4295.086710105 -4459.8157017779 -4469.4082109262 -4300.237605893 -4451.8064013182 -4334.7856543178 -4264.4809708963 -4221.3024107386 -1572.2868310105 -4361.0643768728 -4399.008551656 -4296.1365424781 -4466.5658986636 -4188.3797882217 -4427.4328310758 -4470.7012009209 -3990.620574353 -4506.4708846591
194 0 128 -4482.5870112392 -4462.707218938 -4424.061206654 -4451.8232170897 -2086.991911665 -4514.077698776 -4452.8164170386 -4433.9300738693 -4461.6518304728 -4520.7338576297 -4483.205423746 -4372.2359735588 -4495.6864967932 -4437.7355996515 -4453.6684834854 -4508.2060462323 -4463.3323868942 -4434.0342576792 -4484.3466337071 -4504.2892734841
194 0 160 -3918.6702362483 -4435.8794832027 -4179.6263041691 -4135.3963751117 -4290.6978711096 -4510.8974276607 -4307.514412992 -4268.0561466166 -3888.7734932526 -3755.9766729816 -4514.2670035569 -4307.0176998704 -1097.8167556289 -4241.0002685327 -4507.3930959957 -4339.4880484171 -4416.8970722299 -4188.388249896 -4442.1839236976 -4491.7162264631
194 0 96 -3714.3866292843 -3955.283112581 -3319.3821094608 -3307.5610549333 -3337.9836706178 -3421.0248947766 -3372.562211716 -3731.4992165213 -3264.6710548469 -3710.6787977516 -3978.8179233263 -3360.0503711574 -3268.7278793982 -3276.903041717 -3576.2814616866 -2000.4199973128 -3905.791131169 -3268.108179366 -3412.8851059147 -3653.0384918028
194 0 80 -2330.4297172445 -267.02645158119 -428.17075673587 -948.63143444969 -948.63143444969 -1219.8492947375 -530.40843603678 -273.27428925378 -635.71361793693 -635.71361793693 -635.71361793693 -1468.8307525964 -1454.7652081926 -674.0796060975 -1004.2393408218 -1934.0719556363 -606.02587438135 -674.0796060975 -1710.4684159316 -248.7378620286
194 2064 0 -1529.8884035594 -1604.5114137524 -1263.5745991015 -257.70889728888 -479.14029069101 -786.66285120734 -526.17261391589 -835.96789571266 -250.98738570819 -607.48279946027 -407.53319725427 -325.06336798551 -255.92026424731 -608.31903987248 -1928.6113355841 -643.7636375436 -330.69803213879 -2268.9184320851 -1059.5929809374 -2900.0959732444
194 2064 176 -6035.8351301138 -6031.6524939003 -5808.5966087443 -7092.5940122471 -6050.2256193886 -5837.785013213 -5683.6701024251 -6066.8189081056 -5999.8182893995 -6037.8540280237 -6032.8896458112 -6059.1242469443 -6054.5768460192 -5479.8481899222 -5679.7366848164 -3027.4609189033 -5833.9259472806 -5930.506240754 -5527.5170608551 -6032.9229722549
194 2064 96 -5529.134388707 -5472.7685753739 -5528.6973271114 -5638.4659178154 -5515.4994338958 -5479.4740305112 -5463.4558568486 -5456.5897618294 -5456.0213026344 -5453.1004988866 -5471.2896155138 -5507.6185342865 -5587.6680168618 -5504.2733330908 -5479.3597231172 -5468.7045770382 -5487.954340402 -5467.8825144846 -5467.8553122228 -5472.0361163328
194 2064 192 0 0 -567.90686653307 0 0 0 0 0 0 0 0 -567.90686653307 0 0 0 0 0 0 0 -567.90686653307
194 2064 112 -5752.5702704142 -5513.3518260548 -5523.7120592904 -5510.8037498703 -5518.1992189965 -5525.3444290292 -5719.0745773608 -5522.5076961711 -5524.8284949742 -5539.7164121917 -5554.8067878605 -5531.360666921 -5504.0795636086 -5508.5507302807 -5518.5332175161 -5631.4366757737 -5504.7686162448 -5506.9072822126 -5508.8883193933 -5547.9686245228
194 2064 16 -1096.5308516032 -1192.5489184557 -1618.5766332654 -1763.8260339384 -1106.5973701596 -1180.2860638529 -1049.3125592242 -1159.4067490325 -1813.0515442663 -1153.4658375192 -2894.6111354431 -1847.8092389856 -1166.8890784644 -1030.1847818472 -1017.7366301453 -1248.7306782288 -1590.2899420401 -1223.3151128973 -1043.8552182623 -1299.882557083
194 2064 32 -750.04924164054 -850.20468807869 -733.19218537797 -851.5176204689 -839.21320673211 -913.23430468889 -728.47521184741 -1482.4091796102 -728.60459007582 -1351.6698596072 -769.95308129525 -709.11856202912 -915.87870847078 -1096.8643252681 -813.36180772524 -1140.7802019958 -861.28612605207 -734.56410953214 -1610.5734492118 -923.29069948458
194 2064 64 -5299.7091276682 -5229.6471061374 -5371.2172409033 -5228.5393677674 -5309.3451648588 -5279.0414249703 -5289.2427177626 -5371.3551461198 -5341.1010358179 -5240.3229638717 -5208.7540075468 -5233.9903768802 -5225.5021237617 -5269.9863429768 -5343.2596346697 -5345.8475901058 -5243.7460627861 -5241.4448907064 -5223.5879109069 -5243.3196344124
194 2064 128 -5906.576748921 -5820.1029769336 -5906.4313334848 -5958.419656572 -5853.3743204933 -5843.1001020931 -5826.2510262684 -5861.0470382168 -5890.3783807276 -5893.0463184286 -5837.5209532369 -5981.5049351636 -5928.429730873 -5894.0038727574 -5898.6453430717 -5832.783138804 -5869.3841068253 -5876.7007699043 -5857.6060171616 -5866.9362846324
194 2064 144 -5624.5848481749 -4855.9504791702 -5201.3548625284 -4662.4632561847 -5514.7566323051 -5048.9107004377 -4837.8987176867 -4185.6246865079 -4307.9342719866 -2906.9672906065 -4328.5239292521 -5597.3115758881 -4390.9265917522 -4886.5464017562 -4196.8954973911 -5316.3518182919 -5481.0857197736 -4467.0356016238 -4767.8752787624 -4745.4547525357
194 2064 80 -5465.5588384773 -5631.3165929903 -5512.9404246163 -5492.6131088333 -5489.9030173651 -5641.8802505091 -5470.4971264975 -5468.8026137293 -5496.3772499962 -5464.3443640452 -5523.2434477457 -5461.05329573 -5576.8654398506 -5474.2493839878 -5466.7164422635 -5460.4829553857 -5486.7994578535 -5489.4674850586 -5473.305111054 -5540.3855055687
194 2064 160 -5564.4330324387 -5205.1503402743 -2786.9452963003 -5377.0811940882 -5645.7454603147 -5737.1512844942 -5561.1680713965 -5408.8826011258 -5701.3594803717 -5343.3302974854 -4925.7588167917 -5691.8487294599 -4850.401777312 -5161.0645032469 -5414.4314461643 -5374.8981837162 -5645.7700620563 -5353.4551459199 -5462.3035972667 -5450.9230993724
194 2064 48 -1910.3841834475 -1051.4704501134 -980.59496573392 -1493.4057041065 -1040.6135173763 -927.99151241854 -1212.6279773712 -749.68508423756 -1560.4175096933 -725.59416274045 -883.70775629073 -777.07278938821 -1202.383934564 -728.72946630127 -1185.1567325552 -746.1861082077 -755.61443725413 -937.00824253514 -1078.015484984 -966.63000601284
194 2192 176 -5595.2311672171 -6286.7458847942 -6295.2213039522 -5330.2357060682 -4632.7408550504 -5711.6337155095 -5667.6448551315 -5650.939985503 -5370.2259803831 -5178.9108038227 -5712.081757358 -5077.0840422826 -5392.4049509355 -5380.5633216337 -5443.0057677191 -6285.7925018623 -6002.5623771374 -5891.0311606913 -5898.6085901276 -5346.0897182677
194 2192 96 -5108.7435181315 -4958.3974218187 -5694.7868688588 -5518.414488312 -5504.4970786957 -4705.2969146126 -4889.7091403365 -2824.6965762157 -5219.9442891129 -5039.0814763203 -5304.7766400153 -5094.0915061014 -4908.7791826392 -4994.9140537289 -5104.6871174989 -5308.8030006862 -5073.1873755557 -4964.882278405 -5403.7798214528 -5298.5738839848
194 2192 112 -5431.5701532892 -5866.3305991515 -5850.595765873 -5352.6336728798 -5525.5804916788 -5401.800900077 -5672.7217490154 -5178.2137978622 -4964.6424769944 -5197.2678520417 -5557.9321283848 -6149.1908006693 -5249.3788192325 -5592.4260917117 -5334.9414909636 -5590.3553636898 -5084.998740219 -3034.9684329175 -5660.6321288108 -5081.5622698692
194 2192 16 0 -218.66126193368 0 0 0 0 0 0 0 0 0 0 -218.66126193368 -218.66126193368 0 0 0 -218.66126193368 0 0
194 2192 32 -4233.8395881587 -2406.0828403105 -3218.8007755827 -2508.5025268423 -2484.3551341236 -2359.0364274852 -3135.195757473 -2787.8286468305 -2878.5699608725 -2804.1980785808 -2090.1819436088 -2556.9398273203 -2153.8780591116 -2389.7379318299 -2466.4709081788 -2063.9589944219 -4059.3422061191 -2573.0209057774 -2761.0776856702 -2495.1767723145
194 2192 64 -5616.9831722939 -5582.6033390318 -5674.4022279975 -2978.6627659129 -5310.4898143832 -5578.837678748 -5582.5153490166 -5165.0417668691 -5690.0992977599 -5027.0296964949 -5887.9381299521 -5688.0227030062 -5281.478894666 -5409.2072027678 -5742.0175634411 -5398.0675881993 -4976.5437303558 -5745.4360375288 -5196.2013312678 -5745.5579932863
194 2192 128 -6181.9075224403 -6141.456466486 -6168.7577550212 -6168.947860005 -5843.4442186512 -6234.2078667664 -6235.2690800733 -6150.2444626576 -6194.0468743668 -6187.925884736 -5933.1074298773 -5936.5568656851 -6189.7047301257 -6193.3924642851 -6261.0555987321 -6197.0718529669 -6145.34203195 -4228.8828453371 -5756.7861081765 -6216.9714549602
194 2192 144 -6246.7285486779 -6279.45707339 -6094.8363121337 -6307.9448503584 -4438.4323757679 -6269.6224002579 -5892.1043972091 -6325.5050285819 -6260.1295990579 -6273.0027277024 -6238.3174903694 -6268.0149742492 -6058.961529017 -6235.4816736265 -6004.5957659871 -6106.1091902973 -6239.78049977 -6247.4829019033 -6235.1611481569 -6105.1946215006
194 2192 80 -5749.1665747889 -5055.6380738539 -5299.0266140402 -5656.3775985516 -4629.29951829 -4904.1526777017 -4875.9338356685 -4835.8558683197 -5818.0379289595 -5801.2125513 -5796.295323613 -5242.475332915 -5506.4227266386 -2828.8556993061 -5272.6119702954 -5718.1953092469 -5159.6320897978 -5707.388469461 -5144.6686055048 -5937.743947997
194 2192 160 -6236.4636861992 -4315.0846614167 -6300.1962739623 -6153.1158799022 -6260.3497705602 -6312.8203334331 -6283.2267683812 -6232.6555498156 -6067.2898352995 -5985.7212093083 -5870.9521114514 -5969.1948666885 -6250.0375886606 -6242.2251564481 -5921.6230258744 -6234.4744248821 -6238.8217357174 -6238.2861275635 -6228.2342150541 -6226.4928006848
194 2192 48 -5495.1099409483 -5910.9960947477 -5684.1579603607 -5678.2794683247 -5597.412103967 -5555.3260276418 -5531.9053817462 -5524.496777055 -5713.6124752428 -5577.8144186337 -5499.1502593397 -5622.5788253825 -5716.3424888191 -5691.1723412318 -5472.4091101779 -5497.4917378235 -5781.2725279972 -5864.6428712536 -5489.2535427896 -5627.153018167
194 2320 176 -5338.7810935319 -4540.9920255422 -4776.9400980906 -5242.5176549026 -4993.616854245 -4689.7528233895 -5042.2873331549 -4973.482493084 -4626.415916643 -4747.7007424598 -4851.2581757452 -5055.157109815 -2372.5035149626 -5115.298986705 -4511.8774466239 -4860.4122339632 -4461.9561409165 -4756.1958699461 -5010.613862742 -4649.6942799522
194 2320 96 -5000.5611320983 -4753.7649868077 -4968.4846822944 -4851.3195629502 -4903.5399495198 -5184.3505870208 -4978.2410440592 -5076.6898367186 -5061.9446913726 -5312.7191243144 -5124.4460835753 -4343.2604293928 -4790.9656591367 -4753.9523155876 -4797.8874247524 -5163.2921369101 -4842.3819108058 -4848.6377126616 -5166.074901795 -5504.3656349704
194 2320 112 -5977.0296461927 -6040.7562974779 -5957.6070496936 -5958.2430066932 -5947.7038943983 -5965.8423089512 -6019.9911980209 -5995.9046374471 -5987.6893338264 -6057.2789626988 -5987.0314515581 -6033.431666543 -6008.9301997601 -6032.8577711135 -3834.5491911229 -5966.0685680192 -6038.3785691721 -5999.5022794006 -6012.5077260633 -5779.1510308026
194 2320 32 0 0 0 0 0 0 0 0 -135.99250501019 0 0 -135.99250501019 0 0 0 -135.99250501019 0 0 0 0
194 2320 64 -413.86503884036 -389.67748490993 0 -389.67748490993 -413.86503884036 -389.67748490993 -237.94962021122 -136.46789965722 -101.23505956102 -413.86503884036 -101.23505956102 -413.86503884036 -136.46789965722 -237.94962021122 -101.23505956102 -389.67748490993 -91.029524817786 -1497.6503122914 -101.23505956102 -237.94962021122
194 2320 128 -5894.7311097104 -6074.2664132384 -6063.9176780662 -5972.0677280101 -3720.6865954206 -5917.5674423503 -5836.7740560388 -6019.0348142813 -6052.9921073031 -6056.4074890403 -5923.9307714839 -6022.7821803 -5687.5595184836 -6024.6615052267 -5777.5819854193 -6010.4430718612 -5818.1935818935 -6063.6641618684 -6073.5757487641 -6087.6175855507
194 2320 256 -1838.5213634057 -3941.8768634253 -3011.367940411 -5279.3955158272 -1992.0233023271 -6268.767176125 -4816.2738179438 -3247.2296962701 -2367.5721139935 -3815.6835435475 -3758.6855407783 -4924.9950016508 -1315.9432301793 -5994.7815251748 -5427.4792160531 -2870.0862193173 -948.1461957496 -3384.4559044706 -1971.6553381271 -5217.5882739624
